,Ratings,Full_review
5894,5,Very good product
5895,5,Awesome
5896,5,"I am first time using Mac os, and it's awesome, I will recommend this product with higer internal storage you are choosing to go with Mac Book. I loved it."
5897,4,Superb
5898,5,"Value for money, period."
5899,5,V nice Buy blindly You'll have a good experience
5900,4,Awesome product but delivery too delayed
5901,5,Good quality good service thank you
5902,5,Very good product
5903,5,Good product
5904,5,Very good product Purchased it for rs 60000 in October 2020
5905,5,It’s awesome. Best to buy. Very lean clean to use and I m very happy to have it.
5906,5,Always a good buy.
5907,5,Value for money. Its 2017 model but in 2020 its still good. After latest update it lacks a bit
5908,5,Just Amazing
5909,5,Good
5910,5,Loved the product. Everything is cool about this laptop. I got macbook air with laminating apple logo design at the back of display. I liked it
5911,5,Though it's an old version but working well. Switching from Window to Mac was completely new experience but loved it. My daughter is enjoying her online class from mobile to Mac... Camera and sophisticated charger still a concern but overall deserve ****
5912,5,ROM is less due to which it run slow.
5913,5,This is the last macbook that you can buy which can be repaired by outside technician. I got my old one repaired 3 times. The newer macbooks are literally unrepairable by third parties. So if you are buying a macbook and do not want to spend extra with apple guys. go for this one.
5914,5,Hard to get familiarised first. Memory space is an issue. Overall good experience
5915,5,Nice Product
5916,5,Good 😌
5917,5,Awesome machine for coders.Using it from last one year
5918,5,Wonderful nice laptop
5919,5,Good
5920,4,Superb buy.... a must .... thanks flipkart for the amazing offer price
5921,4,Was hesitant about buying it but absolutely loved it when I had my hands on it. The finish and quality is all worth it.
5922,5,Good Quality
5923,5,Very good experience macbook. Navigation and options are little but confusion while switch from windows to macbook laptop.
5924,5,Best
5925,5,Good
5926,5,"Initially was in doubt about the product , but when I received it I was satisfied"
5927,4,Good One.
5928,5,"Go for it,its worth. The laptop is slim in width."
5929,5,Awesome !!!
5930,5,I am very excited. I am really happy that I got really nice product. Thank u Flipkart.
5931,5,Exept the display and design near display everything is super great.
5932,5,just buy this machine.. its awesome in all way.
5933,5,Been only a month. Working fine for now.
5934,5,I am in love with this laptop its one of the best investment one can plan for! Without a second thought just go for it
5935,5,Best purchase Thank you flipkart
5936,5,Display is ok. Performance good.
5937,5,Don't buy in 2020
5938,5,It’s amazing
5939,5,Best combination with external ssd.
5940,5,"Expensive, but worth the buy"
5941,5,Excellent experience
5942,5,Amazing product battery backup is awesome
5943,5,Love apple
5944,5,Perfect
5945,5,Product is good.  Battery Backup - 7 hours out of committed 12 hours.
5946,5,"In one word, it's amazing😍 Light weight, beautiful, system is very fast. For work & office purpose, it's the best laptop ever. This model of Mac is the most beautiful till date, the background apple shaped light makes it even more attractive"
5947,5,Just go buy it !! Apples flawless experience awes you everytime.
5948,5,Simply super 🙂
5949,5,Perfect flipkart never disappointed me
5950,5,Simply awesome. Go for it!
5951,5,Those who are thinking to buy core i5 budjectable laptop plz go for it this best option
5952,5,Good performance. Fast delivery admist sale. Thanks
5953,4,"Perfect laptop, just the problem is the internal space, 90gb is only available."
5954,5,Very good backup 4 hours minimum and easy to buy for medium class.
5955,5,Best laptop ever. Go for it
5956,3,"Battery issue....MacBook Air battery lasts upto 10-12 hrs but my laptop's battery lasts only upto 4 hrs, with normal work."
5957,5,Everything is fine in this because u know very well this is APPLE. 100/100
5958,5,Display viewing angle is very bad. 10 Hours battery backup is not true. Only 6-7 hour battery backup. I'm using only browser & documents work.  Apart from this.. Good laptop for day to day usage.  THE BEST mouse trackpad. Great keyboard.
5959,5,Just Wow
5960,5,Got it delivered at 16th Nov 2020 After 2 week of usage I am writing the review.. Design is good. Its far far better than windows PC of 16gb RAM. Very elegance.  Pros High performance Good for programming Video quality is good.  Cons Compatibility issues for long windows user which can be solved with continuous practice.  Overall I am pretty happy with the product.
5961,5,Super
5962,1,Amazing.
5963,5,Good product
5964,5,Fine
5965,4,Okay
5966,5,"Superb laptop.. Writing review after using a laptop for 7 days. In terms of performance, this is the best laptop u can get in this price range. For coding and business purpose this is a powerful machine. Video editing up to HD can be done easily but 1080p,4k is not preferable on this laptop. Not suitable for games."
5967,5,excellent product and also flipkart service.
5968,5,Awesome..worth every penny
5969,4,Very nice genuine products
5970,5,Awesome
5971,5,"awesome....ultra thin n light weight, super smooth n fast, worth every penny"
5972,5,"Macbook is undoubtedly the best laptop, Flipkart deal was mindblowing."
5973,5,Product is awesome but flipcart service is worst.. waited almost 10 days
5974,5,A great product!! Came with good packaging and delivered within 4 days!! Quite a laptop!! Love it
5975,5,Nice product
5976,5,A nic packing the packing is very good and I txn to flipcart fro the wolderfull product and there safety measures
5977,5,Got damaged product
5978,5,"It's awesome heating should be resolve, otherwise all is well"
5979,5,The product is no doubt superb but the exchange policy of Flipkart is worst. I had a very bad experience this time. Even I plan to cancel the order. The wish master or the guy who come for exchange is only giving 2000/- of my old laptop where as I am expecting 8500/- for the exchange value. The guy later confirm that we never give customer to there desired value. Finally I end up with cash value for the order and plan to sell my old laptop myself
5980,5,No comments !! It's a macbook !!!!!
5981,5,Value for money
5982,4,Best Apple products ever!!
5983,5,Love dis product...... Thank you flipkart for the amazing offers.
5984,5,Good
5985,5,Outstanding !!
5986,3,Brilliant product. Posting after 10 days of usage. Butter smooth performance and a quality product from Apple. You won’t go wrong with it!
5987,5,"Never buy it. It hangs, it lags. It has ruined all my expectations from apples. Go for another alternative."
5988,5,No complaint in product but delivery take 15-20 days.
5989,5,Good Things Always Takes Times....But Satisfied With The Product ...specially for Apple Macbook more than Special Air Version.... #Delay Delivery #Quality Product
5990,5,Impressive product.
5991,5,"I did like the product, it looks great and as always Apple products are great though it depends on your requirement and work."
5992,5,Very good product in this price segment..but delivery too late vry bad experience
5993,4,Go for it don’t think
5994,5,I haven’t used it much to write a review but the body looks better than some windows laptop and if you don’t have any heavy usage for laptop then this one is for you!
5995,5,Excellent!
5996,5,Best laptop in segment! I had got it in only 60000/- and very happy with laptop!
5997,2,All over good experience...
5998,5,As always stingy on storage...when will Apple improve?
5999,5,Very good product in middle range
6000,5,Good product
6001,5,The best Laptop I’ve ever used
6002,5,Does this really require a review? Its a macbook!
6003,5,Very good product
6004,5,Excellent 👌
6005,5,"Its a best product under 55k. If you are looking for coding or light weight youtube video editing, without thinking u can go for it. Im a Java developer and Youtuber, for me it's working perfectly and getting battery backup upto 10 hours. I just love it."
6006,5,Best
6007,5,Slow screen boost had scratches
6008,5,Excellent
6009,5,Best for coding or professional work not recommended for gaming.light weight very slim
6010,5,It's really awsome product i love very much
6011,5,"Better than windows I7 laptops , but with less storage 128gb ssd, That I can upgrade to 1tb soon"
6012,5,One of the best decisions of my life !!! Guys just go for it.
6013,5,Better than any laptop in the market ..it's apple bro..blindly go for it .. windows are not able to beat apple ..it's have a i5 old processor but believe me it's better than i5 10 th gen.. premium build with classy looks..just go for it
6014,5,Bought it for my daughter... she is loving it .
6015,5,Nice product.........
6016,5,Battery backup is awesome and luxurious feel of using the Macbook.
6017,4,Just awesome. Nothing more to say about Apple. It's Apple boss.
6018,5,"Excellent product, great features, amazing experience, total value for money"
6019,5,Unique experience
6020,5,Good
6021,4,Excellent packaging Excellent product
6022,3,Good one according to price
6023,5,Will not say much about design and performance as many people already spoke about it.  Battery performance is awesome and OS software-update is on time. Software updated from sierra to big sur within 3 weeks of purchase.
6024,5,"Deal was amazing and the product is excellent, lovely 😊"
6025,5,must buy.......best laptop ever use❤️ worthy 😍
6026,5,"Hi...Very nice product, no doubt but camera is not ok, not at all ok camera. It was very good betray backup. I don't like the camera. Otherwise nice product, people can buy without any any questions 👍👍"
6027,5,"The delivery was so late that it took ages. In between the time of the order and delivery of this product, The President of USA changed, my state election took place and even the result was declared and 20 Lacks people got Covid Positive and many more.. The laptop arrived in good shape and is running smoothly(atleast till now). I didn't found any problem which some people mentioned in other reviews. The display is also good. macOS big sur update is available. Happy Buyer (atleast till now) :)"
6028,5,everything is excellent😍😍😍
6029,5,"My dream came true now finally here it is Worth of money My first product of apple also my first laptop I'm so happy because finally I got it, About mac it's design is so sleek And about battery it is quite good, Finally about it's performance I have not too much experience bacause of I didn't use it completely so Sorry , but I hope it may be great, I'll edit my review after usage of this mac so till then Thanks!"
6030,5,"Best product of Apple macbook air2017.. amazing battery performance , stylish especially Apple logo"
6031,1,Great purchase during big Sale. Good packing !!
6032,5,Super performance
6033,1,Awesome touchpad and keyboard...128gb PCle ssd not as fast as the NVMes but manageable... unhappy with the camera quality...great technical support from apple... Flipkart took a decade to deliver this product :-(
6034,5,Without any doubt I would say the best laptop I have ever used. Don't mind the processor generation and all.. it works pretty well for almost all the scenarios. Best apple laptop with best value for money.
6035,1,Very Nice and Great
6036,5,Awesome n secure product
6037,2,Flipkart is Most trusted e-commerce business ...Good and genuine product
6038,5,Good packing Fast delivery Good for personal use
6039,5,Phenomenal machine...buy with closed eyes... you'll not regret❣️
6040,5,I loved it
6041,5,Asm... satisfaction in buying
6042,1,I would like to thank steve jobs for making this company so cool yaar. it's superb. delivery takes 10 days but it was a beast. I show negative reviews sad for them. my mac is great. the battery is 10 hours as I only watch a few videos and study. screen bhi mast hai. typing is col. metal body. sab mast hai.
6043,5,Super fast Mac Book
6044,1,amazing.
6045,5,Very awesome product. Flipkart service is very good.
6046,4,I got the delivery late and also the packing of flipkart was not satisfactory ....  But yeah I m quiet happy with Mac. It has awesome power and performance
6047,1,Awesome
6048,5,Just amazing 😍😍😍😍😍
6049,1,"Very smooth, light weight, looks cool, stylish bettery is satisfactory."
6050,1,One of the keys not working
6051,1,"I had an issue with laptop, it is over heating while using a half an hour"
6052,1,Awesome laptop in amazing price
6053,2,I have macbook Pro from organization but let me tell you this product is no less. Apple touch and feel is amazing. It may be 10k costly than other I5 products like dell etc but worth it.
6054,3,"A macbook at this price is a steal but it's not useful for anything other than light browsing, working on ms office (will have to spend extra on that) and other light applications. This is a 2017 model with an older gen processor. It might get Big Sur but any update beyond that is a question mark. Also the display tech is very old. However, The build quality and light weightedness is better than even double priced windows ones. If you are light user and and a new/old apple convert then go for..."
6055,2,Good timely delivery by Flipkart
6056,4,"Always wanted to buy a MacBook. Purchased for 59k.  Although the model runs down to 2017, still worth every penny in 2020.  Comes updated with latest Mac OS Catalina 10.15."
6057,5,One word Osm at this price👍🏻👍🏻
6058,5,Best laptop for the price. Got it for 48k availing exchange. Only downside is the display quality... Very well integrated ecosystem for users having iphone or ipad...
6059,5,"I received September 2020 MFG product @59990/-. Build quality good. Apple logo in the back side is glowing. 2 usb 3.0, 1 thunderbolt port v2, 1 micro sdxc slot and charger port. Display very bad with HD resolution. UI very bad to Me l, Windows 10 is best. Latest OS Catalina pre-installed. Usable SSD above 80GB. 8GB DDR3 Ram. Intel core i5 5th gen with intel graphics. As per My recommend don't buy please go to windows."
6060,1,Very good experience 🥰
6061,5,Good
6062,5,Best product on market at this price Just go for it ..
6063,4,Super fast delivery
6064,5,Good
6065,5,Very good packing Also Apple awesome
6066,5,The aluminum body was simply super I loved it very much! must buy product😘
6067,1,My experience with Apple is very very good. Apple is Apple yar
6068,5,This laptop super but display compromise
6069,5,I am happy
6070,1,Best for students considering its pros and cons
6071,4,Pathetic support from jeeves (Flipkart Technical Team). Better to buy Apple products from Apple showroom.
6072,5,Just go for it
6073,2,Amazing product. But need to have prior knowledge of usage.
6074,4,Lovely. Must buy
6075,5,"This one is super fast, does the job quickly. Even if you installed softwares like photopshop still it's quick. Thx flipkart for the super fast delivery"
6076,5,Beautiful
6077,2,After using for more than 6 months I can say the product is good. Good for normal uses and weather home or office. In this price the product is good..but if some one looking for best Processor more than i5 Or long video edits or longer time cpu usage may this will not meet you requirements.
6078,3,"Read it carefully!  Before going to buy a Laptop full with new specifications, just remember one thing; ""Apple sabka baap hai"". My Macbook Air was manufactued on September, 2020 and the best part is it comes with Mac OS Catalina. I upgraded it to Mac OS Big Sur. Believe me, there is even no lag while even importing or exporting videos in iMovies (jo nhi jante ho, yea KineMaster ka baap hai, apple ka apna in-built app). Literally, I am getting 12 hours of battery. There is no issue of heating...."
6079,5,"The best apple product for a student, affordable. Being a commerce student (MBA) it's very easy to install & use MS office. People say it's difficult to run MS Office, it's myth. Believe me it works much better than a windows laptop. Overall product quality is best, very light weight and easy use, battery is very very good, the processor is outdated one, but that doesn't make any difference if u r upto for normal usage. I had received mac os catelina version (updated). It's very old model, st..."
6080,4,One of my best purchase product
6081,5,"this product is very awesome. display quality is very nice HD DISPLAY, battry life very good upto 10hr."
6082,5,Apple at it's best ❤️❤️
6083,5,"Terrific purchase! Whatever the task, fifth-generation Intel Core i5 processor with Intel HD Graphics 6000 are up to it. A Mac feels so premium and luxurious.The hardware are perfectly matched and performance is always optimal.MAcbook Air is lightweight and easy to carry. The MAC OS is a very stable Operating system. There's a high chance that you'll never face a single crash in your entire lifetime using this Macbook Air. Also,Battery performance is way too good. Well... It's basically for..."
6084,5,very good product
6085,1,Awesome
6086,1,Serial number mismatch in invoice provided by Flipkart
6087,1,Best in system performance.
6088,4,It’s a fabulous product... it could not be delivered on time due obvious reasons but Flipkart kept me updated so no regrets... value for money 💰
6089,3,Good performance...
6090,5,Loved the one
6091,4,"Worst laptop, I have ever had.. I bought it 1.5 yrs ago, now it has motherboard problem. Why should I go for Apple instead of any other brand , if it has the same problem like other brands have.. now for the motherboard they are asking 32000 indian rs.. such a waste of money.."
6092,5,Awesome laptop 2017 model
6093,1,It was a really great product
6094,1,Awesome purchase!
6095,5,Happy
6096,1,I liked product very much and my first product of apple
6097,1,Nice product
6098,3,awesome this product is very lightweight
6099,5,No doubt about apple products..  Hats off to Flipkart for amazing service and giving it out at a great deal.  Thanks
6100,1,Needless to say anything. The brand apple speaks volume about itself. The product is just awesome. Lightweight good battery back up with great hardware system combine to make a complete package.
6101,1,"This is far better than any high end windows laptops, one of the best laptop in this price range. Got it for 58000 on big billion day. Thanks flipkart for this amazing product. I recommend this for people who need this for programming and also for high end editing softwares will work smoothly without any lag."
6102,5,Adapter is overheating. This is really safety issue. I'm facing battery and Camara issues as well .  Not happy with this product. Request flipkart not to sell such defective product .Pls don't buy this product. I'm reporting to flipkart. If they not publish my post . I will to legal support.
6103,1,Totally awesome
6104,4,simply superbb
6105,2,Good Laptop
6106,5,Positive:  1. Performance 2. Battery Backup 3. Design 4. Display 5. Ram 6. Processor 7. Very Thin 8. Backlit keyboard (we can use dark light)  Negative:  1. Display is average when compared with MacBook Pro 2. No Finger Print   Overall rating: 4.5/5
6107,1,I had recently purchase this Macbook Air 2017 model on 21st October. I was concerned by reading online reviews about this seller TrueComRetail.  I received the product on 28th october. I received it in new condition. I checked :  1. Delivery is good 2. Serial number matches with apple box and also warranty start on shipping date which is 27 3. No sratch or dent on macbook 4. No dead pixel on display 5. Battery cycle count is 0. Which means that battery was not used before 6. Charger is also s...
6108,1,I was excited more .
6109,5,Ultra thin
6110,1,It is what I expected
6111,1,Favorite one😁😁
6112,5,Best product in laptop
6113,5,The product is awesome
6114,5,The laptop is best in this price the core i5 5th but the work is done by this laptop is i9  Display quality bit low. Battery backup is superb upto 12 hours . Trackpad just osam
6115,5,"Oke...so I m gonna tellonly what u all want to know.... I had purchased this product on 29th Oct. and I received it yesterday.... I had many negative thoughts regarding the seller ...as when I researched about the seller i.e. ""True Com Retail"" , there were many negative feedbacks from the customers ....but I took the risk and ordered this MacBook at approx 60k...in the Big Diwali Sale. When the delivery agent gave me the product...I noticed that the seal of the flipkart on the outer package w..."
6116,4,I am happy. This device is really good. Design was really very cool. Light weight. I love this.
6117,1,Purchased during Flipkart Big Billion Days 2020. No doubt mac is always a best choice as far as it's performance is concerned. Found only 2 cons. 1. Battery is giving hardly 6 hrs backup. I was expecting minimum 8 hrs backup with my limitation usage as browsing and YouTube. 2. Adapter gets heated very high whenever I charged in 1 shot from 10% to 90% .  Rest everything is Good.
6118,3,Awsm!
6119,1,The laptop is really good sleek design compact laptop but the charger and laptops heats really fast while charging and also when I’m using it.....
6120,2,Am very satisfied for this product
6121,1,😘😘😘Apple is Apple....No words to say.....Simply Stunning👌👌👌👌
6122,5,Best laptop for commercial purpose and coding
6123,5,It's good product
6124,5,The peoduct is good to the expectations.
6125,4,I am loving it my first apple device
6126,5,best in display and sound but battery last 6 hours on web browsing only and decent and os is some diffcuit for me because i uses windows laptop other wise all is well
6127,5,Excellent Product Mashallah.
6128,5,Excellent products
6129,3,Apple product was very good but I'm full unsatisfied with the delivery it's was very late from the time I ordered soo try to make it quick
6130,5,Fantastic performance
6131,5,Awesome Product...Good for pro person...nice..
6132,5,This MacBook is amazing best lovely
6133,1,Charger getting extremely hot.
6134,5,"It's an amazing product,battery life is awesome. Performance is still great even in 2020. Apple products are never outdated ni matter whatever the year is. Overall loved it🖤😍"
6135,4,It's quite wiser to pay more for product from Apple like MacBook Air. Flawless design and performance.
6136,5,I donno why my product is not getting validated on apple coverage site any one else facing the same problm? Btw i liked the macbook air but validation problm
6137,5,"Much better than a windows laptop Display is not so good, Performance is up to mark Battery is amazing Sound is great Touchpad is from another world Transition effects are cool Lightweight Superb build quality"
6138,5,"Product is good bt , Flipkart took too much time to deliver it ,😡😡"
6139,4,Overall it's a good product
6140,4,Overall nice laptop for programmers!
6141,5,"Slimmest, Display is above average but battery is fantastic... design is awesome."
6142,5,"Battery lasts only 6 hours with latest Mac os Catalina 10.5.6. My new Mac came with it. And now battery is only about 6-8 hours. Otherwise, its great."
6143,5,"There is absolutely no comparison between MAC & Windows. This is the best operating system in terms of performance, durability & battery backup which is very well complemented by it's asthetics.  Packaging is top notch (as expected)  What is astonishing for me is the delivery time and below average customer service. This is indeed an area worth looking at. Hope Flipkart take necessary actions to ensure product should reach within the date of commitment."
6144,4,Amazing
6145,4,Good perched
6146,5,One if the best purchase
6147,5,Excellent!I'm a windows laptop user.wanted something sturdy.bought this.does the job well.one needs to buy office365 separately!comes with OS catalina. I'm not sure if 128 GB would be enough for everyone so an additional storage expense should be kept in mind.battery back up is good.
6148,5,After 6 months of use the laptop gets overheated so much and lags also.Also tally doesn't work in this.The battery in the start is so amazimg but after 6 months of use it drains like heavy rain.
6149,4,Quality of display is worst.... No clarity of pic... It look like old time smartphones display
6150,5,"Suprb Quality As expected.. Nice packaging.. Sexy design.. In case of OS ,For programmers and coders I think the bestest ever laptop I have been using .. Love uh Mac and Flipkart also for giving me a genuine product. Thanks a lot..."
6151,5,Excellent power backup
6152,5,"Loved it!  Delivery executive was way too generous and soft spoken. Both, product and flipkart services (seller inclusive) are superb. Packaging was outstanding. Keep up the good work. Thanks for your service!"
6153,5,I got a recent and Aug manufactured Macbook and not from old stock. Only problem I can see in 15 days usage is that the power adapter/brick is getting very hot while charging despite it being the new MagSafe 45W power adapter. I raised the issue with Apple Care but yet to get any satisfactory resolution.
6154,5,Awesome.... Product..... Surely go for it... Who said that Apple is not good.it's awesome... Love it.. ❤️❤️
6155,5,"It's Lovely ,I purchased for my brother and he is extremely happy with that book.big billion day is really helpful for middle class buyer.."
6156,5,Fabulous
6157,5,Good quality
6158,5,Nice product from Apple very nice coding and very good for students
6159,5,Awesome lappy as expected
6160,5,"It's dead less than 2 years later despite very basis usage. Even the apple support centre isn't able to fix it despite charging 35k. Would recommend not buying. If you do, pls add on the extra insurance."
6161,5,This is so awesome 😊
6162,5,Buyed it during Big Billion Days. Performance is awesome and boot up very quickly. Battery last for something like 11 hours with wifi on and surfing at medium Brightness. Display should have been better. But Sound quality is just superb.
6163,5,Excellent Dilelivery from Flipkart and Apple No dought on product...
6164,5,Great product
6165,4,Great Machine!
6166,5,Perfect
6167,5,"Having purchased the Mac Book Air, my friend asked me how it is and I just replied with a single word - “Royal”  That having said, I read above reviews already given and everything about the Mac book Air looks good and many have said that the display could be better but I personally am satisfied with this MacBook. The model is 2017 which misses the fingerprint and Retina display from 2018 model. Pretty decent for android studio for mobile app development. The power on time is impressively lo..."
6168,5,Battery was awesome.. Performance management was really good. Note* Not for gamers.. Rest go blindly...
6169,5,Good laptop. I got it for 56k worth it. Display is not great. You can buy lifetime subscription of office at 2000 for those who are worried about office.
6170,5,I have purchased the product but the screen gets off in between automatically and also when i touch the screen it gives electric shock sometimes
6171,4,Awesome
6172,4,I received this macbook air yesterday. This review based on first day use of macbook air: Pros: Battery I think 8 hours to 10 hours working once fully charged 2)Very Fast charging 3) Apple customer support is good 4) Proceeser Fast working 5) Light weight 6) Sound is good Cons: 1) Display is average Suggestions: Very good os
6173,5,If u are comparing it with windows by looking at its specs just don't ...if u are getting it below 60k just go for it.and the display it is not bad at allll....battery is great...performance is great but no gaming on this machine*****video edting is smooth like very very smooth except 4k it does the job thoough...
6174,5,Except display everything is grt
6175,5,Awesome laptop
6176,5,Got this MacBook Air on the flipkart BBD sale. Great performance and love this laptop 🙂
6177,5,Apple always best ❤️awesome product
6178,5,Good product
6179,5,Great purchase...my 1st apple laptop...flipkart takes 8days to deliver...its too long time... Overall laptop looks and feels good...i will write another review after using it for 3months Thanks
6180,5,Awesome
6181,5,Best for day to day use
6182,5,Dead in just three months haven't got any support from jeevs or flipkart even after purchased total protection plan . More than 100 calls 5 to 6 times complaints these cheater every time only asking what is your problem.worst worst service
6183,5,Not satisfied with flipkart.
6184,5,Good quality battery backup about 12 hrs and good performance
6185,4,"It's sleek, trendy and light weight."
6186,3,Awesome
6187,5,Highly recommended very nice Mac
6188,5,This apple macbook air is really fab in this price. The packaging was very nice. All is all i faced only 1 problem its doesn't let u create an apple id for around 3 days. But after it u can create easily so dont get panic guyees when u r not able to create it.
6189,5,Very good product value for money tough build quality and also give smoother performance
6190,4,This apple macbook air nice in design. One cons is heating issue in bottom. During charging i was seeing online movie then bottom of laptop & charger is being more heated than as usual. This must not happen with premium company's laptop.
6191,5,Mind blowing super.
6192,5,Good product
6193,5,only one word just go for it 😘😘😘😘😘
6194,5,I like to very happy to buy first apple product
6195,5,Good products
6196,5,Nice product
6197,5,Good product in low price
6198,5,Good
6199,5,Good❤️
6200,5,Awsome product
6201,5,Good and great performance ... It is good laptop.
6202,5,A good buy ...thanks filpkart
6203,5,After all its MacBook air
6204,5,I iust love it..... If you're not interested in gaming.. then go for it.... This is awesome
6205,5,Its my first experience of macbook air. Apple performance too good. each and every feature of macbook fabulous. i definitely recommended for work.
6206,5,Awesome product..❤️❤️❤️
6207,4,Beautiful design... Sophisticated feel.. Recieved today..
6208,5,"MacBook rocks, latest iOS upgrade available"
6209,5,Awsome product best choice for developer
6210,4,Very good for coding
6211,2,The packaging n product quality is awsone. Will revert on its functioning in due course
6212,5,"I was sceptical about buying a macbook first, but I never regretted buying one. If you are in a dilemma whether to go do this or another option. Just go for this."
6213,5,Light as a notebook. Great battery life. Superb performance.
6214,5,Wonderful product by apple sure to sugest other
6215,5,I brought it to study reactjs and do some web development it’s working good as of now
6216,5,Good quality
6217,5,Well do little research before u buy this laptop..as per ur usage. Till date the specs seems like lil outdated but the performance is like awsm. If you have little budget extended dn I would suggest to go with Mac air 2020. Still it is a value for money deal.
6218,5,Delivery before time with good packing. Product works fine. Got the best deal during big billion sale.
6219,5,Nice product
6220,5,Very very bad display looks are excellent performance is excellent battery life and so too good but this place I have ever seen in this price range
6221,5,One word only! Superb...
6222,5,Very very old model MacBook
6223,5,Super as thin as air
6224,4,"The product was amazing, The outer box was damaged severely, But the laptop box inside survived. The delivery guy is bad, He told to come to logistics store for pickup, He didn't come for delivery. . . The product was amazing. Worth for 60k, . . For a product worth 60k a customer will expect faster delivery and good packing, But Flipkart failed in both, It took a week to deliver it and the outer box was severely damaged. . . Flipkart is worst, If you want this laptop, better buy in some other..."
6225,5,What a product. Macbook air is amazing. If you thinking to shift from windows to mac I am damn sure that you are not going to regret..
6226,5,Loveliest Mac❤️❤️❤️
6227,5,I brought it in big billion days of 55000 rupees. I am the lucky one who get it in 2019 as apple upgrade Mac book air in 2020 and now old version is not produce by company. This is best Mac book for students. None of windows laptop can beat the performance of this Mac book in same cost. And of course Mac operating system is more powerful as compared to windows in terms of coding or video editing.
6228,5,Worthy of money
6229,4,Awesome apple product. But I don't know how it's possible. I got sealed box but when I opened it I have found some scratches on the charger.
6230,1,Toooo good ... Can't believe this lappy is thinner than my realme smartphone
6231,5,Fall in love with this
6232,3,Good
6233,5,Received a Macbook with a big scratch on the back of display. I have applied for a replacement.
6234,5,👍👍must have even its 2020
6235,5,Performance and battery are just amazing. That's all we need l.
6236,5,I am a Software Developer !! Ordered this after doing a very long research. Good for everything !! Nice battery (will update after 1-2months). Display is also good. One can use external monitor for photo or video editing. Go for it guys.  Will update a details review after using it for long time.
6237,4,Superb quality ❤️ it
6238,4,Reviewing after one year of use. Pros- 1.Best performance and around 7-8 hours battery. 2.Best software experience.  Cons- 1.Bezels are slightly bigger as compared to other laptops. 2.You can't play games in this laptop because it's macos😁 .  Overall the best laptop for students for coding and video editing.
6239,2,Nice product
6240,5,"Great product, my daughter love it."
6241,5,Best
6242,4,Just wow... Awesome Apple Mackbook. Thank you Flipkart.
6243,5,very code lp
6244,5,"Good, value for money"
6245,5,Worth
6246,5,Mac❤️
6247,5,Excellent product ...but don't buy online ....go for stores ..
6248,5,"Couldn't find or get better then this. Wait for sale (offers) and buy it without thinking much if you're looking in this price segment. All features are just confined whether it is performance, speed, weight etc. Go for it."
6249,5,"Genuine product last 2 years I'm using. Thanks, Flipkart"
6250,5,Good
6251,1,"Best to use, work like a smartphone, so light and user friendly"
6252,4,I just love its battery backup. 12 hrs ❤. And on off time is also less. Worth it.
6253,5,good
6254,5,The product is up to the mark and with the best performance in the league. But if you have a job of which require much more of connection and sharing then this will be a fussy for you because this require more task for that.
6255,5,"Product is good but never buy on HDFC EMI’s option either HDFC or FLIPCART is cheating,Deducted 4 extra EMI’s and now they are blaming on each other"
6256,5,Macbook air is awesome.
6257,5,"Apple macbook air is awesome if you are College student or you are doing some kind professional stuff but not useful for account professional because many account software run in window operating system's like tally not working in mac,Dsc not working in mac in india many thing required window operating system so before you buy it just go through these stuff."
6258,5,It's a fantastic laptop I have ever seen. I just love it.
6259,5,Best
6260,5,Superb Performance... As always Mac
6261,1,Very good...it is mind-blowing
6262,5,Go for it if you're looking for a laptop for day to day task
6263,5,I felt battery support is not good. Rest all is very good.
6264,5,It has not been a year I bought the product. But the sound stopped working one day. Few days after the charger stopped working. The performance was good but not sure what is wrong with the hardware. But it's a big dissapointment.
6265,5,Good
6266,4,It’s simply best feeling to use apple products . U could find the laptop distinct and variable from other laptop brands . Overall excited using the laptop every day .
6267,5,Rating this after 10 months. Bought for 64000rs. Delivery: Before time & perfect packaging. Software installation: They never force installation. Speed: Perfect speed as can be hoped from someone to obey the inputs. Battery life: 8-9+ hours after continuos surfing using wifi. As I had to do surfing most of the time. Sound quality: Speakers be like-find me if you can..As they are beneath the keyboard and provide perfect quality more than enough someone can hope for from this tiny piece of meta...
6268,5,Great product. Just loving it.
6269,5,Nice
6270,5,Go for it giving this revoew after 2 months .. very light weight.. once u will start using ig. U will know why apple.. 😂😂
6271,1,The worst product I have purchased in my life. Mother board corrupted in less than 2 years. I had to replace it for 20k. This is worst than a Chinese product. They are looting u on the basis of name only. It's better to buy HP product. Atleast they cost less and work fine for years.
6272,4,Quite good but you can get better specifications laptop in the same price.
6273,4,"After 10 Days of use,  Battery - screen time is around 6to7 hours. This is a concern.  OS updated from the mentioned to different.  Hope rest is well..... I will need some more time to detail more."
6274,4,sometimes the speakers are not working
6275,5,Overall its good but gets too overheated. Fan sound is very loud. Unexpected.
6276,5,Best for coders just loved the trackpad and the stability screen is not a problem if u are stopped by the screen the go for it its not the problem!!
6277,5,"It is a nice product, i did not notice any issues as of now"
6278,5,I bought it in 2018 but now not working at all. use other app(Amazon) for buying
6279,5,Very good
6280,5,Good Product.
